"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"25.03.2025","12.960,00","12.983,41","12.983,41","12.923,70","","0,29%"
"24.03.2025","12.922,30","12.940,55","12.976,94","12.903,72","","0,02%"
"21.03.2025","12.920,00","12.937,50","12.957,79","12.932,78","","-0,02%"
"20.03.2025","12.922,60","12.926,51","12.967,97","12.896,70","","0,11%"
"19.03.2025","12.908,50","12.935,68","12.976,49","12.896,70","","-0,17%"
"18.03.2025","12.930,68","12.953,20","12.978,16","12.905,84","","0,08%"
"17.03.2025","12.920,00","12.953,20","12.983,09","12.912,64","","-0,22%"
"14.03.2025","12.948,20","12.938,11","12.983,09","12.908,27","","0,26%"
"13.03.2025","12.915,00","12.920,00","12.959,55","12.890,20","","0,00%"
"12.03.2025","12.915,00","12.931,94","12.950,97","12.912,50","","-0,09%"
"11.03.2025","12.926,94","12.940,11","12.969,96","12.902,11","","-0,06%"
"10.03.2025","12.935,11","12.940,11","12.960,00","12.907,70","","-0,04%"
"07.03.2025","12.940,00","12.918,36","12.960,00","12.911,68","","0,21%"
"06.03.2025","12.913,36","12.900,37","12.948,16","12.870,62","","0,10%"
"05.03.2025","12.900,00","12.903,33","12.933,93","12.870,62","","0,16%"
"04.03.2025","12.880,00","12.897,20","12.933,09","12.863,91","","-0,09%"
"03.03.2025","12.892,20","12.890,07","12.927,55","12.863,89","","0,06%"
"28.02.2025","12.885,07","12.877,37","12.940,00","12.847,68","","0,10%"
"27.02.2025","12.872,37","12.879,95","12.945,55","12.847,68","","-0,02%"
"26.02.2025","12.874,95","12.884,62","12.922,02","12.850,25","","-0,04%"
"25.02.2025","12.879,62","12.899,91","12.937,84","12.862,52","","-0,12%"
"24.02.2025","12.894,91","12.916,18","12.962,98","12.870,16","","0,12%"
"21.02.2025","12.880,00","12.929,92","12.969,85","12.886,39","","-0,25%"
"20.02.2025","12.912,00","12.950,03","12.990,04","12.900,10","","-0,10%"
"19.02.2025","12.925,00","12.970,19","13.005,68","12.920,16","","-0,21%"
"18.02.2025","12.952,20","12.981,25","13.018,13","12.940,27","","-0,19%"
"17.02.2025","12.976,25","12.993,15","13.023,14","12.951,30","","-0,09%"
"14.02.2025","12.988,15","13.003,95","13.028,56","12.963,17","","0,15%"
"13.02.2025","12.969,00","12.989,07","13.027,14","12.950,57","","-0,12%"
"12.02.2025","12.984,07","12.979,99","13.019,69","12.954,56","","0,07%"
"11.02.2025","12.974,99","12.971,93","13.009,94","12.934,58","","0,06%"
"10.02.2025","12.966,93","12.957,00","13.001,31","12.927,11","","0,22%"
"07.02.2025","12.939,00","12.969,84","13.007,55","12.927,11","","-0,20%"
"06.02.2025","12.964,84","12.985,32","13.022,11","12.939,92","","-0,12%"
"05.02.2025","12.980,32","12.998,91","13.028,91","12.950,25","","-0,10%"
"04.02.2025","12.993,91","12.995,00","13.021,93","12.955,05","","0,11%"
"03.02.2025","12.980,01","12.975,05","13.014,98","12.945,11","","0,08%"
"31.01.2025","12.970,05","12.957,01","13.005,63","12.936,09","","0,14%"
"30.01.2025","12.952,01","12.968,34","12.992,57","12.927,12","","-0,09%"
"29.01.2025","12.963,34","12.974,98","13.004,92","12.935,90","","-0,05%"
"28.01.2025","12.969,98","12.963,27","12.985,00","12.963,27","","0,09%"
"27.01.2025","12.958,27","12.979,13","13.001,11","12.933,36","","0,06%"
"24.01.2025","12.950,00","12.979,13","13.004,02","12.944,17","","-0,19%"
"23.01.2025","12.974,13","12.990,00","13.014,52","12.949,18","","0,02%"
"22.01.2025","12.972,00","12.984,44","13.019,98","12.945,81","","-0,06%"
"21.01.2025","12.979,44","12.975,09","13.014,40","12.945,15","","0,07%"
"20.01.2025","12.970,09","12.967,00","13.005,03","12.934,60","","0,06%"
"17.01.2025","12.962,00","12.955,26","12.996,92","12.925,37","","0,09%"
"16.01.2025","12.950,26","12.962,01","12.996,98","12.925,37","","0,05%"
"15.01.2025","12.944,00","12.971,00","13.000,93","12.932,11","","-0,03%"
"14.01.2025","12.948,00","12.972,08","13.002,01","12.925,87","","-0,15%"
"13.01.2025","12.967,08","12.957,00","13.002,01","12.927,11","","0,12%"
"10.01.2025","12.952,00","12.960,00","12.989,90","12.910,59","","0,13%"
"09.01.2025","12.935,44","12.962,98","12.993,90","12.910,59","","-0,17%"
"08.01.2025","12.957,98","12.930,11","12.993,49","12.916,72","","0,11%"
"07.01.2025","12.943,10","12.930,11","12.977,97","12.887,75","","0,14%"
"06.01.2025","12.925,11","12.915,18","12.965,92","12.880,29","","0,12%"
"03.01.2025","12.910,18","12.905,90","12.947,63","12.875,65","","0,07%"
"02.01.2025","12.900,90","12.904,91","12.906,60","12.898,46","","0,01%"
"01.01.2025","12.899,91","12.904,91","12.904,91","12.904,91","","0,00%"
"31.12.2024","12.899,91","12.904,90","12.904,91","12.904,90","","0,10%"
"30.12.2024","12.887,00","12.904,91","12.943,11","12.876,45","","-0,10%"
"27.12.2024","12.899,91","12.928,27","12.958,09","12.882,90","","-0,18%"
"26.12.2024","12.923,27","12.928,27","12.958,09","12.888,14","","0,46%"
"25.12.2024","12.863,63","12.909,80","12.948,86","12.876,15","","-0,32%"
"24.12.2024","12.904,80","12.902,00","12.939,58","12.867,80","","0,06%"
"23.12.2024","12.897,00","12.893,07","12.931,76","12.849,40","","0,07%"
"20.12.2024","12.888,07","12.875,06","12.922,81","12.854,33","","0,14%"
"19.12.2024","12.870,06","12.861,83","12.904,75","12.832,18","","0,10%"
"18.12.2024","12.856,83","12.869,90","12.895,52","12.832,18","","-0,06%"
"17.12.2024","12.864,90","12.874,86","12.904,55","12.840,22","","-0,04%"
"16.12.2024","12.869,86","12.880,00","12.908,35","12.845,18","","-0,04%"
"13.12.2024","12.875,00","12.860,09","12.899,70","12.830,44","","0,15%"
"12.12.2024","12.855,09","12.874,02","12.899,51","12.830,44","","-0,11%"
"11.12.2024","12.869,02","12.874,02","12.899,51","12.840,18","","0,00%"
"10.12.2024","12.869,02","12.861,25","12.904,31","12.819,58","","0,10%"
"09.12.2024","12.856,25","12.861,25","12.861,88","12.854,78","","0,00%"
"06.12.2024","12.856,25","12.837,10","12.878,77","12.796,52","","0,29%"
"05.12.2024","12.819,20","12.817,85","12.866,70","12.797,88","","0,05%"
"04.12.2024","12.812,85","12.852,00","12.868,28","12.789,65","","-0,27%"
"03.12.2024","12.847,00","12.825,43","12.868,90","12.805,65","","0,13%"
"02.12.2024","12.830,00","12.838,33","12.866,90","12.832,07","","-0,13%"
"29.11.2024","12.847,00","12.848,38","12.889,69","12.813,92","","0,03%"
"28.11.2024","12.843,38","12.843,38","12.843,38","12.843,38","","0,00%"
"27.11.2024","12.843,38","12.843,38","12.843,38","12.843,38","","0,22%"
"26.11.2024","12.815,47","12.815,47","12.815,47","12.815,47","","0,04%"
"25.11.2024","12.809,78","12.809,78","12.809,78","12.809,78","","0,08%"
"22.11.2024","12.800,00","12.800,00","12.800,00","12.800,00","","-0,31%"
"21.11.2024","12.839,21","12.839,21","12.839,21","12.839,21","","-0,09%"
"20.11.2024","12.850,93","12.850,93","12.850,93","12.850,93","","0,09%"
"19.11.2024","12.840,00","12.840,00","12.840,00","12.840,00","","0,16%"
"18.11.2024","12.820,01","12.820,01","12.820,01","12.820,01","","0,10%"
"15.11.2024","12.807,30","12.807,30","12.807,30","12.807,30","","0,20%"
"14.11.2024","12.782,30","12.782,30","12.782,30","12.782,30","","-0,16%"
"13.11.2024","12.803,03","12.803,03","12.803,03","12.803,03","","0,18%"
"12.11.2024","12.780,00","12.780,00","12.780,00","12.780,00","","-0,15%"
"11.11.2024","12.798,81","12.798,81","12.798,81","12.798,81","","-0,15%"
"08.11.2024","12.818,00","12.818,00","12.818,00","12.818,00","","0,28%"
"07.11.2024","12.781,98","12.781,98","12.781,98","12.781,98","","0,00%"
"06.11.2024","12.781,98","12.781,98","12.781,98","12.781,98","","0,09%"
"05.11.2024","12.769,98","12.769,98","12.769,98","12.769,98","","-0,12%"
"04.11.2024","12.785,12","12.785,12","12.785,12","12.785,12","","-0,04%"
"01.11.2024","12.790,02","12.790,02","12.790,02","12.790,02","","0,12%"
"31.10.2024","12.775,09","12.775,09","12.775,09","12.775,09","","0,05%"
"30.10.2024","12.769,34","12.769,34","12.769,34","12.769,34","","-0,08%"
"29.10.2024","12.779,97","12.779,97","12.779,97","12.779,97","","-0,08%"
"28.10.2024","12.789,92","12.789,92","12.789,92","12.789,92","","-0,11%"
"25.10.2024","12.803,39","12.803,39","12.803,39","12.803,39","","0,03%"
"24.10.2024","12.800,00","12.800,00","12.800,00","12.800,00","","-0,18%"
"23.10.2024","12.822,90","12.822,90","12.822,90","12.822,90","","0,08%"
"22.10.2024","12.812,85","12.812,85","12.812,85","12.812,85","","0,10%"
"21.10.2024","12.800,09","12.800,09","12.800,09","12.800,09","","-0,06%"
"18.10.2024","12.808,00","12.808,00","12.808,00","12.808,00","","0,08%"
"17.10.2024","12.798,00","12.798,00","12.798,00","12.798,00","","0,00%"
"16.10.2024","12.798,03","12.798,03","12.798,03","12.798,03","","0,00%"
"15.10.2024","12.798,03","12.798,03","12.798,03","12.798,03","","0,00%"
"14.10.2024","12.798,03","12.798,03","12.798,03","12.798,03","","0,27%"
"11.10.2024","12.763,30","12.763,30","12.763,30","12.763,30","","0,00%"
"10.10.2024","12.763,30","12.778,00","12.813,60","12.738,88","","-0,08%"
"09.10.2024","12.773,00","12.787,03","12.816,50","12.753,05","","-0,07%"
"08.10.2024","12.782,03","12.794,88","12.824,43","12.757,56","","-0,14%"
"07.10.2024","12.800,00","12.793,08","12.807,07","12.768,56","","0,00%"
"04.10.2024","12.800,00","12.768,21","12.800,00","12.736,43","","0,25%"
"03.10.2024","12.768,21","12.745,00","12.787,50","12.745,00","","0,26%"
"02.10.2024","12.735,07","12.745,00","12.764,90","12.735,07","","-0,08%"
"01.10.2024","12.745,00","12.737,50","12.781,50","12.730,27","","0,25%"
"30.09.2024","12.713,15","12.737,50","12.737,50","12.713,15","","-0,19%"
"27.09.2024","12.737,50","12.759,36","12.767,00","12.733,87","","-0,17%"
"26.09.2024","12.759,36","12.819,73","12.819,73","12.759,36","","-0,47%"
"25.09.2024","12.819,73","12.765,00","12.819,73","12.672,31","","0,43%"
"24.09.2024","12.765,00","12.760,00","12.765,00","12.738,16","","0,04%"
"23.09.2024","12.760,00","12.705,23","12.760,00","12.705,23","","0,24%"
"20.09.2024","12.729,09","12.735,00","12.750,99","12.729,09","","-0,05%"
"19.09.2024","12.735,00","12.745,00","12.788,33","12.735,00","","-0,08%"
"18.09.2024","12.745,00","12.750,38","12.750,38","12.735,80","","-0,04%"
"17.09.2024","12.750,38","12.755,00","12.755,00","12.731,19","","-0,04%"
"16.09.2024","12.755,00","12.759,37","12.759,37","12.742,68","","0,08%"
"13.09.2024","12.744,75","12.741,76","12.779,13","12.712,41","","0,19%"
"12.09.2024","12.720,00","12.715,07","12.771,12","12.699,06","","0,08%"
"11.09.2024","12.710,07","12.691,71","12.744,36","12.660,00","","0,18%"
"10.09.2024","12.686,71","12.686,79","12.718,43","12.655,09","","0,04%"
"09.09.2024","12.681,79","12.700,10","12.730,55","12.655,09","","-0,10%"
"06.09.2024","12.695,10","12.707,95","12.733,28","12.670,85","","-0,06%"
"05.09.2024","12.702,95","12.650,26","12.741,48","12.621,14","","0,46%"
"04.09.2024","12.645,26","12.640,02","12.679,39","12.603,45","","0,08%"
"03.09.2024","12.635,02","12.640,04","12.662,22","12.626,31","","0,00%"
"02.09.2024","12.635,04","12.640,04","12.640,04","12.640,04","","0,00%"
"30.08.2024","12.635,04","12.625,01","12.662,22","12.595,95","","0,12%"
"29.08.2024","12.620,01","12.673,94","12.703,13","12.595,95","","-0,39%"
"28.08.2024","12.668,94","12.657,19","12.703,72","12.625,56","","-0,01%"
"27.08.2024","12.670,00","12.685,00","12.700,53","12.666,88","","-0,12%"
"26.08.2024","12.685,00","12.576,17","12.715,00","12.576,17","","-0,24%"
"23.08.2024","12.715,00","12.712,00","12.715,00","12.674,36","","0,02%"
"22.08.2024","12.712,00","12.665,00","12.712,00","12.598,56","","0,37%"
"21.08.2024","12.665,00","12.640,00","12.665,00","12.589,19","","0,20%"
"20.08.2024","12.640,00","12.655,00","12.655,00","12.606,93","","-0,12%"
"19.08.2024","12.655,00","12.602,06","12.670,00","12.602,06","","-0,12%"
"16.08.2024","12.670,00","12.666,21","12.670,00","12.640,00","","0,03%"
"15.08.2024","12.666,21","12.640,00","12.666,21","12.621,06","","0,21%"
"14.08.2024","12.640,00","12.645,00","12.645,00","12.552,14","","-0,04%"
"13.08.2024","12.645,00","12.635,00","12.645,00","12.627,33","","0,08%"
"12.08.2024","12.635,00","12.640,59","12.651,41","12.635,00","","-0,08%"
"09.08.2024","12.645,00","12.687,50","12.687,50","12.645,00","","-0,33%"
"08.08.2024","12.687,50","12.613,84","12.687,50","12.604,15","","0,58%"
"07.08.2024","12.613,84","12.637,50","12.637,50","12.570,28","","-0,19%"
"06.08.2024","12.637,50","12.585,00","12.637,50","12.565,33","","0,42%"
"05.08.2024","12.585,00","12.461,66","12.585,00","12.461,66","","0,00%"
"02.08.2024","12.585,00","12.600,00","12.600,00","12.536,61","","-0,12%"
"01.08.2024","12.600,00","12.581,00","12.600,00","12.532,95","","0,15%"
"31.07.2024","12.581,00","12.580,00","12.594,36","12.536,85","","0,01%"
"30.07.2024","12.580,00","12.603,39","12.622,91","12.575,00","","-0,19%"
"29.07.2024","12.603,39","12.636,00","12.636,00","12.603,39","","-0,20%"
"26.07.2024","12.629,25","12.627,02","12.632,74","12.622,13","","0,02%"
"25.07.2024","12.627,02","12.595,00","12.627,25","12.588,04","","0,25%"
"24.07.2024","12.595,00","12.587,08","12.610,11","12.587,08","","0,06%"
"23.07.2024","12.587,08","12.632,50","12.632,50","12.587,08","","-0,36%"
"22.07.2024","12.632,50","12.599,21","12.632,50","12.589,44","","0,29%"
"19.07.2024","12.596,49","12.589,71","12.634,03","12.589,71","","0,05%"
"18.07.2024","12.589,71","12.579,78","12.589,71","12.578,29","","0,08%"
"17.07.2024","12.579,78","12.608,45","12.632,50","12.579,78","","-0,23%"
"16.07.2024","12.608,45","12.632,50","12.656,43","12.608,45","","-0,19%"
"15.07.2024","12.632,50","12.618,23","12.656,53","12.618,23","","-0,16%"
"12.07.2024","12.652,99","12.670,00","12.670,00","12.632,52","","-0,13%"
"11.07.2024","12.670,00","12.640,00","12.670,00","12.596,31","","0,24%"
"10.07.2024","12.640,00","12.627,37","12.640,00","12.627,37","","0,10%"
"09.07.2024","12.627,37","12.607,95","12.627,37","12.604,98","","0,15%"
"08.07.2024","12.607,95","12.595,47","12.625,00","12.587,79","","-0,14%"
"05.07.2024","12.625,00","12.587,05","12.625,00","12.565,15","","0,30%"
"04.07.2024","12.587,05","12.605,00","12.605,00","12.533,01","","-0,14%"
"03.07.2024","12.605,00","12.584,73","12.605,00","12.548,73","","0,16%"
"02.07.2024","12.584,73","12.558,32","12.595,00","12.558,32","","0,21%"
"01.07.2024","12.558,32","12.543,50","12.558,32","12.510,82","","0,02%"
"28.06.2024","12.556,15","12.585,64","12.586,82","12.556,15","","-0,23%"
"27.06.2024","12.585,64","12.600,00","12.600,00","12.585,64","","-0,03%"
"26.06.2024","12.588,93","12.600,00","12.613,66","12.588,93","","-0,09%"
"25.06.2024","12.600,00","12.645,00","12.645,00","12.600,00","","-0,36%"
"24.06.2024","12.645,00","12.612,70","12.645,00","12.612,70","","675,77%"
"21.06.2024","1.630,00","12.640,00","12.669,64","1.630,00","","-87,10%"
"20.06.2024","12.640,00","12.670,00","12.670,00","1.630,00","","-0,24%"
"19.06.2024","12.670,00","12.665,00","12.670,00","12.603,07","","0,04%"
"18.06.2024","12.665,00","12.650,00","12.665,00","12.596,58","","0,12%"
"17.06.2024","12.650,00","12.603,73","12.650,00","12.603,73","","0,08%"
"14.06.2024","12.640,00","12.625,00","12.688,67","12.611,74","","0,12%"
"13.06.2024","12.625,00","12.635,00","12.648,73","12.535,26","","-0,08%"
"12.06.2024","12.635,00","12.610,00","12.640,59","12.596,13","","0,20%"
"11.06.2024","12.610,00","12.662,50","12.662,50","12.610,00","","-0,41%"
"10.06.2024","12.662,50","12.743,24","12.818,67","12.638,04","","0,03%"
"07.06.2024","12.658,11","12.675,00","12.675,00","12.658,11","","0,01%"
"06.06.2024","12.657,45","12.675,00","12.682,72","12.648,75","","-0,10%"
"05.06.2024","12.670,64","12.675,00","12.675,00","12.594,29","","-0,03%"
"04.06.2024","12.675,00","12.640,00","12.675,00","12.512,83","","0,28%"
"03.06.2024","12.640,00","12.610,64","12.640,00","12.592,16","","0,20%"
"31.05.2024","12.614,41","12.645,00","12.645,00","12.614,41","","-0,24%"
"30.05.2024","12.645,00","12.655,00","12.708,75","12.640,98","","-0,08%"
"29.05.2024","12.655,00","12.704,58","12.712,25","12.655,00","","-0,39%"
"28.05.2024","12.704,58","12.705,53","12.705,53","12.669,63","","-0,01%"
"27.05.2024","12.705,53","12.698,21","12.705,53","12.698,21","","0,02%"
"24.05.2024","12.703,59","12.740,00","12.766,55","12.703,59","","-0,17%"
"23.05.2024","12.724,88","12.740,00","12.740,00","12.722,97","","-0,12%"
"22.05.2024","12.740,00","12.730,00","12.740,00","12.694,39","","0,08%"
"21.05.2024","12.730,00","12.707,53","12.730,00","12.689,72","","0,18%"
"20.05.2024","12.707,53","12.652,93","12.707,53","12.652,93","","-0,24%"
"17.05.2024","12.737,50","12.715,00","12.737,50","12.715,00","","0,21%"
"16.05.2024","12.710,97","12.715,00","12.715,00","12.630,24","","-0,03%"
"15.05.2024","12.715,00","12.725,00","12.725,00","12.675,65","","-0,08%"
"14.05.2024","12.725,00","12.712,19","12.725,00","12.698,25","","0,10%"
"13.05.2024","12.712,19","12.704,85","12.712,19","12.699,37","","0,14%"
"10.05.2024","12.693,89","12.707,50","12.707,50","12.642,57","","-0,03%"
"09.05.2024","12.697,76","12.707,50","12.707,50","12.691,11","","-0,08%"
"08.05.2024","12.707,50","12.705,00","12.707,50","12.673,23","","0,02%"
"07.05.2024","12.705,00","12.670,00","12.705,00","12.650,46","","0,28%"
"06.05.2024","12.670,00","12.647,62","12.682,50","12.642,16","","-0,10%"
"03.05.2024","12.682,50","12.635,56","12.687,50","12.599,53","","0,37%"
"02.05.2024","12.635,56","12.640,00","12.640,00","12.560,21","","-0,04%"
"01.05.2024","12.640,00","12.635,00","12.704,33","12.608,59","","0,12%"
"30.04.2024","12.625,19","12.635,00","12.635,00","12.564,39","","-0,08%"
"29.04.2024","12.635,00","12.671,12","12.671,12","12.559,35","","0,02%"
"26.04.2024","12.632,70","12.655,00","12.687,08","12.632,70","","-0,18%"
"25.04.2024","12.655,00","12.720,00","12.720,00","12.655,00","","-0,51%"
"24.04.2024","12.720,00","12.730,00","12.730,00","12.646,77","","0,19%"
"23.04.2024","12.696,27","12.730,00","12.730,00","12.680,66","","-0,26%"
"22.04.2024","12.730,00","12.669,51","12.730,00","12.669,51","","0,20%"
"19.04.2024","12.705,00","12.715,00","12.739,46","12.698,19","","-0,08%"
"18.04.2024","12.715,00","12.680,00","12.715,00","12.636,19","","0,28%"
"17.04.2024","12.680,00","12.675,00","12.680,00","12.663,01","","0,04%"
"16.04.2024","12.675,00","12.685,00","12.713,54","12.660,91","","-0,08%"
"15.04.2024","12.685,00","12.633,40","12.685,00","12.633,40","","0,00%"
"12.04.2024","12.685,00","12.663,90","12.685,00","12.657,12","","0,17%"
"11.04.2024","12.663,90","12.687,50","12.807,77","12.663,90","","-0,20%"
"10.04.2024","12.688,68","12.687,50","12.688,68","12.687,50","","0,01%"
"09.04.2024","12.687,50","12.651,17","12.690,00","12.651,17","","0,29%"
"08.04.2024","12.651,17","12.673,43","12.700,00","12.651,17","","-0,22%"
"05.04.2024","12.679,46","12.687,50","12.689,20","12.679,46","","-0,06%"
"04.04.2024","12.687,50","12.624,91","12.687,50","12.554,53","","0,50%"
"03.04.2024","12.624,91","12.644,95","12.644,95","12.616,77","","-0,16%"
"02.04.2024","12.644,95","12.655,00","12.655,00","12.644,66","","-0,08%"
"01.04.2024","12.655,00","12.611,21","12.655,00","12.611,21","","0,00%"
"29.03.2024","12.655,00","12.625,00","12.655,00","12.625,00","","0,30%"
"28.03.2024","12.617,62","12.625,00","12.625,00","12.602,14","","-0,06%"
"27.03.2024","12.625,00","12.615,00","12.628,88","12.602,37","","0,08%"
"26.03.2024","12.615,00","12.625,00","12.625,00","12.583,31","","-0,08%"
"25.03.2024","12.625,00","12.518,75","12.625,00","12.518,75","","0,20%"
"22.03.2024","12.600,00","12.574,70","12.644,24","12.568,44","","0,20%"
"21.03.2024","12.574,70","12.575,00","12.575,00","12.455,99","","0,00%"
"20.03.2024","12.575,00","12.572,50","12.575,00","12.545,79","","0,02%"
"19.03.2024","12.572,50","12.592,54","12.598,68","12.562,73","","-0,16%"
"18.03.2024","12.592,54","12.572,77","12.594,57","12.559,10","","0,10%"
"15.03.2024","12.580,00","12.565,00","12.641,29","12.565,00","","0,08%"
"14.03.2024","12.570,39","12.565,00","12.570,39","12.525,69","","0,04%"
"13.03.2024","12.565,00","12.555,00","12.565,00","12.531,75","","0,08%"
"12.03.2024","12.555,00","12.525,00","12.555,00","12.521,26","","0,24%"
"11.03.2024","12.525,00","12.490,98","13.645,00","12.490,98","","-0,04%"
"08.03.2024","12.530,00","12.455,56","13.660,00","12.448,85","","0,60%"
"07.03.2024","12.455,56","12.530,00","12.530,00","12.455,56","","-0,59%"
"06.03.2024","12.530,00","12.528,64","12.532,39","12.509,48","","0,01%"
"05.03.2024","12.528,64","12.528,97","12.531,74","12.528,64","","0,00%"
"04.03.2024","12.528,97","12.473,17","12.528,97","12.473,17","","0,16%"
"01.03.2024","12.509,07","12.525,00","12.525,00","12.509,07","","-0,13%"
"29.02.2024","12.525,00","12.458,71","12.525,00","12.458,71","","0,53%"
"28.02.2024","12.458,71","12.530,00","12.530,00","12.458,71","","-0,57%"
"27.02.2024","12.530,00","12.483,65","12.530,00","12.476,92","","0,37%"
"26.02.2024","12.483,65","12.479,12","12.502,31","2,00","","-0,07%"
"23.02.2024","12.492,55","12.537,50","12.543,53","12.492,55","","-0,36%"
"22.02.2024","12.537,50","12.500,00","12.537,50","12.313,36","","1,57%"
"21.02.2024","12.343,92","12.500,00","12.500,00","12.343,92","","-1,25%"
"20.02.2024","12.500,00","12.343,45","12.505,00","12.343,45","","1,27%"
"19.02.2024","12.343,45","12.346,09","12.346,09","12.342,88","","-0,05%"
"16.02.2024","12.349,47","12.505,00","12.505,00","12.311,42","","0,08%"
"15.02.2024","12.339,85","12.505,00","12.505,00","12.322,54","","-1,32%"
"14.02.2024","12.505,00","12.490,00","12.505,00","12.345,38","","0,12%"
"13.02.2024","12.490,00","12.475,00","12.490,00","12.345,86","","0,12%"
"12.02.2024","12.475,00","12.334,09","12.475,00","12.317,81","","0,00%"
"09.02.2024","12.475,00","12.485,00","12.485,00","12.332,01","","-0,08%"
"08.02.2024","12.485,00","12.475,00","12.485,00","12.336,37","","0,08%"
"07.02.2024","12.475,00","12.485,00","12.485,00","12.316,63","","-0,08%"
"06.02.2024","12.485,00","12.359,03","12.485,00","12.349,84","","1,02%"
"05.02.2024","12.359,03","12.458,22","12.475,16","12.347,65","","-0,73%"
"02.02.2024","12.450,00","12.440,00","12.450,00","12.273,38","","0,08%"
"01.02.2024","12.440,00","12.435,00","12.440,00","12.337,38","","0,04%"
"31.01.2024","12.435,00","12.440,00","12.447,50","12.323,01","","-0,04%"
"30.01.2024","12.440,00","12.437,50","12.440,00","12.331,33","","0,02%"
"29.01.2024","12.437,50","12.356,76","12.437,50","12.338,68","","0,73%"
"26.01.2024","12.347,67","12.425,00","12.425,00","12.347,67","","-0,62%"
"25.01.2024","12.425,00","12.445,00","12.445,00","12.351,35","","-0,16%"
"24.01.2024","12.445,00","12.450,00","12.450,00","12.342,47","","-0,04%"
"23.01.2024","12.450,00","12.437,50","12.450,00","12.339,72","","0,10%"
"22.01.2024","12.437,50","12.335,95","12.437,50","12.328,93","","-0,02%"
"19.01.2024","12.440,00","12.450,00","12.450,00","12.347,19","","0,76%"
"18.01.2024","12.345,71","12.450,00","12.450,00","12.325,12","","-0,84%"
"17.01.2024","12.450,00","12.362,78","12.450,00","12.344,49","","0,71%"
"16.01.2024","12.362,78","12.332,29","12.425,00","12.332,29","","0,25%"
"15.01.2024","12.332,29","12.327,75","12.349,60","12.327,75","","-0,75%"
"12.01.2024","12.425,00","12.419,77","12.425,00","12.337,88","","0,04%"
"11.01.2024","12.419,77","12.344,25","12.419,77","12.308,38","","0,61%"
"10.01.2024","12.344,25","12.384,90","12.388,98","12.344,25","","-0,33%"
"09.01.2024","12.384,90","12.395,00","12.395,00","12.327,82","","-0,08%"
"08.01.2024","12.395,00","12.306,99","12.395,00","12.304,52","","0,24%"
"05.01.2024","12.365,00","12.343,48","12.365,00","12.340,48","","0,17%"
"04.01.2024","12.343,48","12.350,00","12.350,00","12.340,23","","0,14%"
"03.01.2024","12.326,74","12.350,00","12.372,73","12.326,74","","-0,19%"
"02.01.2024","12.350,00","12.373,36","12.373,36","12.345,00","","-0,19%"
"01.01.2024","12.373,36","12.362,17","12.380,09","12.362,17","","0,27%"
"29.12.2023","12.339,63","12.345,00","12.385,25","12.339,63","","-0,04%"
"28.12.2023","12.345,00","12.350,00","12.402,16","12.311,01","","-0,04%"
"27.12.2023","12.350,00","12.365,00","12.378,07","12.350,00","","-0,12%"
"26.12.2023","12.365,00","12.406,53","12.406,53","12.365,00","","-0,33%"
"25.12.2023","12.406,53","12.398,20","12.408,56","12.398,20","","0,07%"
"22.12.2023","12.397,35","12.370,00","12.397,35","12.369,41","","0,22%"
"21.12.2023","12.370,00","12.400,00","12.400,00","12.370,00","","-0,24%"
"20.12.2023","12.400,00","12.390,00","12.400,00","12.350,16","","0,08%"
"19.12.2023","12.390,00","12.385,01","12.390,00","12.376,33","","0,04%"
"18.12.2023","12.385,01","12.444,20","12.459,62","12.385,01","","-0,02%"
"15.12.2023","12.387,88","12.375,00","12.387,88","12.296,19","","0,27%"
"14.12.2023","12.354,00","12.375,00","12.375,00","12.238,85","","-0,17%"
"13.12.2023","12.375,00","12.349,83","12.375,00","12.349,83","","0,20%"
"12.12.2023","12.349,83","12.325,00","12.349,83","12.325,00","","0,20%"
"11.12.2023","12.325,00","12.332,85","12.338,04","12.320,00","","9.920,33%"
"08.12.2023","123,00","12.325,00","12.325,00","123,00","","-99,00%"
"07.12.2023","12.325,00","12.335,00","12.335,00","12.318,22","","-0,08%"
"06.12.2023","12.335,00","12.295,00","12.335,00","12.295,00","","0,33%"
"05.12.2023","12.295,00","12.305,00","12.305,22","12.288,81","","-0,08%"
"04.12.2023","12.305,00","12.308,43","12.328,29","12.278,26","","0,00%"
"01.12.2023","12.305,00","12.281,49","12.305,00","12.281,49","","0,19%"
"30.11.2023","12.281,49","12.325,00","12.325,00","12.281,49","","-0,10%"
"29.11.2023","12.294,21","12.325,00","12.325,00","12.252,07","","-0,25%"
"28.11.2023","12.325,00","12.302,50","12.325,00","12.302,50","","0,18%"
"27.11.2023","12.302,50","12.255,15","12.311,40","12.255,15","","0,00%"
"24.11.2023","12.302,50","12.313,38","12.319,87","12.275,00","","-0,09%"
"23.11.2023","12.313,38","12.282,38","12.313,38","12.282,38","","0,25%"
"22.11.2023","12.282,38","12.275,00","12.299,00","12.275,00","","0,06%"
"21.11.2023","12.275,00","12.295,00","12.295,00","12.238,92","","-0,16%"
"20.11.2023","12.295,00","12.220,34","12.305,00","12.220,34","","0,09%"
"17.11.2023","12.284,52","12.300,00","12.300,00","12.269,42","","0,05%"
"16.11.2023","12.277,96","12.300,00","12.307,15","12.277,96","","-0,18%"
